influencer_ID,followers,avg_likes,avg_comments
inf25574,23836,31813,1495
inf44514,715145,91719,1017
inf8880,781862,34878,4968
inf99855,397731,36936,375
inf16842,265509,78931,2129
inf34202,8826,5803,2729
inf69472,722519,9003,2280
inf10114,4626,20901,369
inf71675,689853,21515,3017
inf70388,432649,12250,2493
inf90555,528283,78323,4045
inf50762,763449,45720,3712
inf18503,898165,94690,693
inf84230,750260,15422,1624
inf39704,686601,33436,2457
inf98291,838273,33331,1184
inf20900,420389,29476,4782
inf90310,604907,6279,1983
inf89092,206174,23502,620
inf84062,385830,68171,3564
inf91883,802855,99663,894
inf97713,263054,60864,3002
inf11738,337243,32302,211
inf46813,950327,88725,858
inf3677,408442,91950,3234
inf85457,495375,90200,119
inf16424,849333,86497,281
inf92601,20395,45142,2806
inf9952,466483,34606,527
inf63931,96447,77890,1041
inf19029,943550,95477,3485
inf38689,228870,46410,4340
inf27854,573723,35815,1215
inf28432,988347,22676,1983
inf27657,704016,5845,650
inf72733,532912,75689,768
inf98283,845703,19416,2655
inf99151,248844,96556,4850
inf42337,524931,11614,774
inf39915,32528,5194,1585
inf8305,124099,93329,4332
inf81296,905576,86205,371
inf57995,665203,11198,2806
inf55175,907044,72240,2295
inf73812,99039,81444,1356
inf23798,193206,84753,4269
inf26841,491073,2620,3588
inf38948,847572,45416,849
inf46161,520069,90906,2649
inf59182,207463,4419,3053
inf25886,127895,75900,2842
inf77461,574967,55552,1918
inf51724,117513,212,463
inf43516,905034,10026,3723
inf34984,308205,66028,608
inf46552,193421,35501,3717
inf37750,308998,88279,850
inf42621,964759,43094,2129
inf21023,437370,7447,1704
inf80687,519514,23969,2584
inf96437,778364,56492,1651
inf51379,727708,16435,4039
inf16997,530149,24123,4339
inf50486,438683,14000,3913
inf47042,739319,47448,2928
inf24066,107393,95532,3907
inf14939,990924,20951,3709
inf81569,883039,29591,256
inf20620,230333,51605,140
inf7695,501201,97888,4539
inf46329,224543,91620,3157
inf60792,127083,33859,2856
inf77083,157002,97745,555
inf75348,311609,87899,192
inf157,997107,11656,1052
inf44769,304139,804,2796
inf63776,160703,44992,4298
inf6832,754890,59182,4163
inf65494,96896,43326,1672
inf72451,795791,85592,4419
inf9250,534285,36746,1738
inf94723,703709,76724,3618
inf66418,907050,66156,1963
inf11996,418230,50617,759
inf32437,614710,48574,140
inf63704,236249,59956,4143
inf67553,619129,33310,3429
inf16414,206459,18305,3695
inf22201,407906,31922,1927
inf63326,490511,5246,4487
inf67589,253435,2744,2065
inf2816,791144,79438,3588
inf39377,506765,93628,1790
inf1513,542656,2662,2652
inf77581,602873,57323,3378
inf46297,642988,84419,3420
inf17283,624756,15429,42
inf72880,871989,11295,3201
inf54628,411849,89503,3042
inf12236,618574,23355,624
inf57098,313749,46337,923
inf5371,500797,99014,2394
inf65220,336245,13266,2563
inf97513,592421,10990,1610
inf56266,675043,65079,4499
inf23748,811161,38009,4429
inf81596,792816,48511,1087
inf81904,92131,96101,1481
inf55,329947,18613,2410
inf14259,354247,73165,4953
inf91014,749238,41378,3583
inf36551,114610,31075,4912
inf51368,909783,96393,3476
inf58733,789221,90013,2641
inf48421,788416,57384,1766
inf39113,347142,70321,2201
inf31487,295318,68860,4791
inf24016,542689,40684,2577
inf40192,423139,51253,3304
inf60782,822684,97370,2634
inf34553,200953,79454,3193
inf45638,820696,15470,1906
inf33837,136915,7111,4797
inf1262,913826,57833,4515
inf67786,494272,3326,2133
inf10633,233320,26446,3413
inf99069,180507,84583,4212
inf23606,973920,44974,882
inf99709,350922,33368,4732
inf68953,821528,91463,631
inf76868,569857,62646,4379
inf92570,704355,30058,2904
inf7357,862858,88099,3826
inf27166,564566,73209,3169
inf29920,430498,76590,1141
inf91266,91231,1469,948
inf61974,879840,60396,922
inf408,313252,97385,481
inf98869,510488,44216,2746
inf64165,707067,74957,4373
inf67001,12300,71749,4696
inf40320,652022,27502,3144
inf63861,358511,13777,3331
inf96194,427264,11227,1991
inf34424,182410,39376,1358
inf61367,646822,51974,2436
inf34778,56082,70321,2721
inf99436,780948,96378,3797
inf7626,668565,21789,2183
inf88841,918071,44532,669
inf7655,782738,85159,4069
inf28577,22157,64479,4795
inf23235,38555,5041,4071
inf58854,651819,11100,4459
inf27097,879594,2506,4211
inf14756,489409,45482,196
inf47636,767177,51575,288
inf58406,475763,16189,540
inf28384,352671,99784,197
inf6423,590421,17532,2910
inf63839,574890,73309,748
inf64198,415524,98606,3795
inf53859,168177,10950,1536
inf91104,478967,19065,430
inf72029,286061,79332,3090
inf27156,808192,76185,2125
inf28378,454218,40625,4834
inf7684,117547,71611,1706
inf92863,379956,27412,388
inf65014,572021,60048,1063
inf68195,288706,26065,1047
inf69290,877079,59476,4866
inf3264,203056,36679,66
inf41283,491811,8886,569
inf32608,272759,72257,3697
inf30888,718820,82470,104
inf80891,233605,81638,1300
inf90395,194282,1083,2625
inf73413,720487,40271,132
inf83632,600618,22627,1153
inf84617,148320,59683,2709
inf19464,3631,680,1898
inf78100,621141,29736,2838
inf1523,196716,89018,2191
inf95443,296609,8739,658
inf17458,195760,8689,309
inf79034,470714,60593,3583
inf11981,899599,43293,2984
inf1458,214942,47766,4854
inf68103,467276,79447,2249
inf77530,448495,89332,3324
inf29749,810398,40863,1914
inf52609,960092,47757,4425
inf35020,720234,67124,2618
inf42458,380682,10814,558
inf95176,293895,83193,3192
inf24636,355805,13150,4267
inf90373,319373,20305,1960
inf62255,394254,31212,157
inf71481,521883,3915,1020
inf38646,167826,95285,748
inf32238,555827,11461,4347
inf86061,569923,72809,2347
inf84864,795577,48381,2701
inf31757,207051,90824,2339
inf15248,127417,13912,1741
inf5736,934703,61028,765
inf10842,250402,44103,2329
inf86160,246817,42978,528
inf92056,606403,38623,3156
inf34871,647640,21072,2512
inf12296,137225,10798,4976
inf39919,651016,83915,2969
inf33617,375415,11198,1218
inf49928,708758,74458,4698
inf89285,101964,5401,1968
inf99198,36671,44992,1422
inf70089,443159,52839,547
inf3284,501531,13865,2713
inf59562,694204,24095,135
inf85342,340018,74905,2834
inf17605,87879,21686,4381
inf36677,543039,49248,3989
inf82556,662871,41124,579
inf72754,903161,36688,3398
inf40011,563726,50188,3886
inf55092,801065,4847,1822
inf8007,699419,90786,2852
inf77342,869005,24836,1592
inf43108,957871,59341,4072
inf64838,838956,71055,1923
inf58342,933209,80333,3422
inf53889,466035,2560,2373
inf36503,507634,65476,1749
inf87271,269604,21753,3507
inf64435,140064,79071,347
inf78820,796785,38008,4239
inf31516,406219,60797,1150
inf30595,659432,99387,4698
inf35941,91034,89178,734
inf91255,663201,79178,3218
inf72802,604195,6998,2024
inf66186,509245,75864,2047
inf42091,149192,22221,670
inf75412,965045,32520,44
inf80218,8272,81968,3870
inf51875,102721,30551,3495
inf7699,11068,59578,1635
inf9061,47032,85935,3596
inf47427,450187,93670,3422
inf12457,493134,98632,971
inf56918,743006,46131,1171
inf99544,694873,43847,3849
inf58903,407201,98870,4946
inf88928,81603,11421,1759
inf68098,746558,92754,3271
inf68358,260704,167,1536
inf65725,785204,74220,4988
inf37129,911777,2665,2670
inf73925,761484,29476,3982
inf19604,9539,61109,3151
inf25324,937836,26724,2135
inf65194,390219,76643,2677
inf58835,348047,34826,4838
inf67747,870712,82010,2893
inf29838,248659,99070,173
inf91041,932810,26185,1488
inf33332,584439,16286,4755
inf87920,157249,42405,3553
inf97838,788725,28364,1490
inf98092,127156,93917,703
inf18683,388554,43992,3086
inf429,282974,37155,1672
inf23021,365811,85367,2136
inf61104,460266,42308,40
inf56460,567289,14874,2017
inf32842,597364,33364,2973
inf56232,161574,38861,1239
inf13672,974337,22844,2234
inf58909,421547,27153,3931
inf3133,523988,94436,32
inf86842,695907,99660,2413
inf59159,559863,20370,3690
inf17715,162860,73217,215
inf83485,128192,44124,667
inf33604,236603,38860,3267
inf35273,358933,43771,2470
inf12275,762269,50541,3616
inf26712,397713,13590,3880
inf91988,974553,16168,1512
inf80895,104533,17939,970
inf64497,668048,48601,2777
inf91004,232887,50907,200
inf19843,331657,19838,938
inf41975,247888,21906,476
inf66122,821809,61859,4297
inf15655,829667,56622,2221
inf55390,41126,3115,1947
inf67154,821927,24477,3934
inf37879,564728,20218,3290
inf93161,643098,93353,2185
inf19085,41491,15775,1440
inf93222,438282,72093,891
inf87975,919720,9442,1633
inf59717,711797,6796,1377
inf70071,496650,16965,3217
inf79488,601873,15933,4174
inf22709,157308,26223,3747
inf809,798606,10720,1235
inf65158,212239,2482,4407
inf57338,565871,90606,3422
inf58478,421188,50647,2707
inf89125,488517,68023,2859
inf9806,669875,50369,4065
inf2330,54268,16063,230
inf69195,77350,78071,3804
inf66508,973274,45924,644
inf13213,499214,6736,4231
inf82944,92569,99906,4660
inf38391,648862,69039,3710
inf89606,456002,58906,2286
inf85493,111942,30856,4598
inf43568,59266,93431,2167
inf60498,710188,81206,478
inf88874,586527,693,2756
inf52796,249030,86023,1965
inf53168,487919,53802,923
inf57660,399317,50133,4883
inf70446,174152,22105,4162
inf95715,439039,24384,2600
inf58217,995157,32704,4566
inf79745,182605,18714,1626
inf29801,952081,68630,1129
inf63477,91692,37873,2559
inf7041,420048,49439,2006
inf8279,752993,92110,2607
inf85012,17844,39445,3390
inf68237,390712,50582,4649
inf49414,688397,99091,4133
inf52174,18909,7929,1651
inf46142,883318,40136,2402
inf42678,555703,36077,2277
inf1769,887040,78858,2812
inf43825,75158,50692,301
inf98635,210899,14895,4617
inf14247,920006,95251,2357
inf40957,156636,10354,815
inf99000,344707,94930,4440
inf96260,597138,92694,1330
inf62616,695783,45034,4168
inf99631,413691,30450,554
inf64359,598066,25179,4125
inf58531,872763,92029,1523
inf62010,3094,48715,4004
inf91274,6788,72472,3609
inf61962,110573,20483,1348
inf17018,402392,49080,520
inf13880,704645,63696,697
inf12256,948069,28954,1749
inf64604,759835,57777,1076
inf18836,513193,453,3944
inf88935,362749,57951,4334
inf77129,916184,56505,2427
inf31908,116729,1109,516
inf12946,80360,74777,2111
inf66879,68409,12620,2421
inf36898,456453,35710,4922
inf88506,142266,37954,1422
inf81747,982231,56021,78
inf28292,351340,93054,2382
inf35207,997325,21001,3526
inf88627,761019,90437,1439
inf72956,194369,70803,2361
inf14884,705666,49640,3753
inf93829,132073,2936,3736
inf55141,613246,44507,1120
inf55965,315504,15462,4975
inf9627,601699,84479,2330
inf29612,192750,81309,3976
inf111,264160,16464,3044
inf49292,336058,50508,2872
inf69079,858733,91012,2831
inf80681,807062,50301,4403
inf69320,138028,99157,4508
inf11187,661246,19857,3277
inf55174,983511,33322,948
inf61879,819333,78890,113
inf43606,294441,6689,922
inf13659,213153,60905,2994
inf44793,177451,21855,3633
inf26547,114947,33734,1517
inf44051,68854,42930,2517
inf73772,525461,36188,2950
inf74865,868422,83830,4802
inf31204,321051,25859,2291
inf17889,705582,5859,4754
inf33779,64131,17676,4808
inf7724,165726,55795,468
inf52914,812700,65959,3916
inf6374,758180,60355,697
inf68887,30913,58851,4813
inf25266,93526,98361,805
inf59480,722606,96203,3945
inf21847,92291,31900,2848
inf94508,301437,33980,2848
inf69925,983806,88684,4403
inf90684,599855,98985,2223
inf75841,695565,86356,2762
inf23316,990283,89501,4628
inf82855,237624,9825,3163
inf57012,602853,46570,858
inf43944,349625,23393,4873
inf70046,949878,88496,639
inf34310,322044,30617,3058
inf28638,23766,22895,3356
inf53815,823520,72994,3236
inf93319,974007,95049,186
inf23147,697713,26100,4851
inf11957,506180,37934,4441
inf95988,957417,54876,2465
inf83057,794430,63615,2723
inf29614,425567,62588,2697
inf98495,486478,73965,3387
inf66278,349234,29633,2002
inf97499,296979,26492,2538
inf5816,60778,8608,3578
inf18995,679810,32358,1748
inf32562,4005,29314,2320
inf76749,355670,61003,717
inf25692,505948,65599,2144
inf63510,273394,19032,1009
inf71647,287251,48419,1318
inf63507,249588,78189,174
inf76301,743243,48367,4722
inf20668,341327,6817,4500
inf31756,727376,79980,2320
inf55522,2440,78611,4736
inf47417,208039,72957,230
inf18306,996302,35690,4903
inf95693,133820,53820,2600
inf56461,316386,82396,1533
inf64500,840758,72137,1605
inf16981,274949,9254,4394
inf93542,883924,4618,4376
inf11336,51390,7559,3125
inf36424,589141,60435,3141
inf39180,266245,39332,2306
inf14786,563193,10045,4681
inf21440,271640,45855,3918
inf8421,341435,30825,3953
inf42070,817243,40957,3057
inf23038,422399,38424,3594
inf50815,761964,99911,2942
inf96218,183206,36576,1542
inf65961,30171,76799,3311
inf59641,190744,22622,3916
inf17123,215601,23835,4343
inf66592,840171,83424,325
inf89341,217560,19514,1990
inf64839,712314,32278,4298
inf93239,843724,13745,1166
inf63847,545022,54543,4290
inf84335,513673,65576,4890
inf31503,51955,9251,654
inf44012,547762,88411,2398
inf53523,314249,20496,792
inf84583,227906,49782,1251
inf67352,45146,9984,74
inf51448,645426,18033,3983
inf71960,641834,58640,4325
inf84377,9500,7244,4289
inf78043,763457,53382,4850
inf37716,803078,40532,874
inf79430,698277,6888,1906
inf57687,690366,6311,2175
inf39383,489774,95900,2923
inf7717,408974,64838,3720
inf58411,207139,34337,2865
inf17652,982769,25449,2829
inf50744,37959,87701,4351
inf39402,951275,76543,4446
inf45809,518057,63767,2756
inf82895,961818,53898,3607
inf32788,746708,90154,2756
inf27268,32368,12460,3183
inf94639,150203,22457,2698
inf46470,465308,80216,4244
inf9101,355835,42584,416
inf46819,793594,75844,3254
inf11446,236851,6376,1662
inf7286,48111,88580,1737
inf69558,856673,59512,4209
inf10581,208397,27609,78
inf59714,179427,59524,4143
inf42362,674527,36328,941
inf33397,172277,90437,3867
inf33102,181161,2657,1120
inf7391,901959,50852,2788
inf42800,15612,20229,1344
inf20934,153383,80100,2053
inf11758,184024,89658,2956
inf63518,626717,87691,3846
inf73590,340464,77828,3974
inf25226,229289,85175,2786
inf22754,472677,27376,173
inf21380,944015,53533,1847
inf5879,362719,53928,516
inf97473,582839,65684,3536
inf36884,765227,15490,3795
inf58413,659077,7185,582
inf74606,491173,59220,2250
inf67672,495312,59053,4613
inf35488,792893,79168,2624
inf10601,573285,81138,3202
inf65380,987569,31512,2444
inf69992,920403,67232,4041
inf4337,699112,16267,3335
inf62150,471099,92032,4568
inf36384,773668,92948,4466
inf65810,643458,11521,1131
inf40943,997527,48349,3679
inf56669,225811,2197,2785
inf74170,369472,28086,4779
inf82437,234900,20770,2043
inf52752,484843,38739,410
inf91965,457324,2975,3959
inf91528,267672,25434,856
inf85184,162653,90790,2476
inf98389,55866,21176,1954
inf69122,800137,69339,2544
inf73793,505405,50249,1272
inf62031,424419,25118,2819
inf544,231229,10508,3737
inf36085,875679,80476,3767
inf90612,800509,39634,3887
inf14944,587109,75363,4213
inf17300,33175,81801,2720
inf2894,794583,61178,1337
inf30148,869591,85559,4178
inf83312,316929,43936,2179
inf66044,61683,49607,1581
inf90523,154804,98863,1233
inf31044,139721,82615,1152
inf89163,916157,96699,2948
inf14160,265320,32566,4442
inf93718,798659,35571,1673
inf81518,250450,35917,4510
inf26872,122729,96558,312
inf46482,785229,30904,2385
inf73828,13974,49259,4475
inf55978,780044,15264,914
inf98250,874207,74282,3224
inf72592,777180,50048,4960
inf77585,274989,69536,3929
inf27860,7028,89746,3038
inf70998,934686,69163,4877
inf44198,114346,74701,603
inf14593,842676,95135,4746
inf66277,107227,19427,196
inf77376,203643,75368,1794
inf67374,940462,61443,4160
inf8306,734362,94087,4806
inf86513,530043,28602,1835
inf69460,650402,99468,2876
inf45700,68323,81226,2629
inf92977,117862,65562,3823
inf35113,338035,59751,2380
inf78536,100181,44177,433
inf27315,658925,19617,489
inf48085,429753,35514,805
inf58791,853035,97055,4265
inf38638,64564,39863,4111
inf68094,259466,65702,777
inf1242,607440,67503,325
inf34407,911103,43785,3665
inf60035,651136,71034,4426
inf93537,311898,85131,3588
inf51603,68414,10698,4447
inf95876,249989,30770,4824
inf87146,769981,11930,2484
inf58556,739082,18608,1005
inf69186,73056,45383,3370
inf69457,303737,95311,1555
inf94424,909410,9708,2648
inf96872,80285,37880,4000
inf48440,461837,26590,604
inf2960,519727,33544,373
inf58769,929795,88899,4156
inf76448,516796,96408,854
inf91743,972100,11894,3815
inf4220,442416,68597,1164
inf51226,225269,27489,35
inf26299,703913,84251,1737
inf731,532831,40336,4298
inf44127,628564,66137,2995
inf41142,328857,36504,4841
inf7083,421539,58619,4748
inf16977,141721,74835,4855
inf33498,980424,50161,2641
inf14392,454028,27660,442
inf39963,100099,86546,1842
inf78856,206134,62369,19
inf63508,894886,64386,4020
inf52417,633349,69176,3564
inf18433,520637,43044,392
inf60338,462132,6367,4485
inf80021,565797,54812,833
inf84557,718777,42543,4924
inf92017,411297,81888,1539
inf52876,896854,72778,4363
inf53175,344627,79712,4249
inf13531,976924,20632,1681
inf62539,280720,41601,1147
inf22763,78001,54804,3488
inf46833,351940,49742,2080
inf49147,362769,13498,3371
inf89110,800030,32794,3399
inf16384,338850,49970,3155
inf61637,186626,50369,3889
inf77138,244719,97822,1279
inf70223,599378,88016,4254
inf83006,779105,18697,3229
inf61881,664859,7249,1128
inf88969,890475,63575,3100
inf89734,673955,45139,2181
inf84621,649866,30328,2820
inf12888,185544,94128,1912
inf68640,689747,15220,4106
inf56002,655818,71978,4242
inf98943,328520,3055,3469
inf16056,919138,75057,1968
inf67060,854648,38445,1282
inf6426,380747,79397,4841
inf5842,233930,92595,3059
inf86016,360591,72880,1903
inf96548,756622,28710,1949
inf25662,415599,57891,520
inf61074,314878,15539,1866
inf12284,267278,26470,2261
inf94592,507835,24163,4661
inf80124,303149,67086,3258
inf80852,630109,45546,3288
inf24391,174104,34950,233
inf88217,385501,76863,2081
inf85534,508995,79787,1872
inf39937,546817,41406,2506
inf10117,760161,63365,1889
inf63319,270693,22032,2225
inf15031,724486,74223,4335
inf3289,844441,75577,262
inf33395,290112,38054,4804
inf20825,662680,21325,926
inf50886,582403,44677,188
inf69245,7082,32270,736
inf55888,290652,93253,3156
inf16874,84721,91575,291
inf69080,976091,63845,1233
inf53238,207885,9474,4485
inf82702,531070,14488,1161
inf82923,633844,72690,4747
inf79104,796557,15975,936
inf83192,574622,83011,2599
inf39689,847162,60354,650
inf55167,607303,71351,627
inf79826,75696,27754,3526
inf25581,44130,29430,3358
inf31983,758939,84436,4180
inf37951,547535,10443,207
inf46086,575302,16693,2888
inf97072,931248,26058,1617
inf21579,517328,17409,4384
inf13359,495209,13450,1755
inf35567,803735,49486,4734
inf71001,586813,1191,1238
inf52917,198940,34720,3429
inf77709,514978,73938,2138
inf6709,642593,96849,622
inf66666,333426,29961,1987
inf51198,634553,34538,4081
inf88123,423475,72405,259
inf13668,920258,74067,4272
inf79610,604128,27006,3939
inf11779,150725,2318,955
inf33036,675660,62196,169
inf30077,648049,3673,898
inf23707,115441,74184,3513
inf8411,837926,88361,3935
inf52472,621572,1093,674
inf13475,540203,74512,4274
inf80440,378216,20638,4322
inf82100,163084,28567,847
inf64699,303871,63036,2940
inf46235,236614,30418,4866
inf78888,959014,23140,4903
inf3546,86457,1068,1466
inf74773,439571,20149,788
inf43772,632014,99992,3943
inf33575,55104,75263,3531
inf73562,438295,64796,4516
inf49018,656300,19854,3001
inf73271,727154,69011,77
inf79225,123192,78131,176
inf19969,432613,8939,3980
inf93235,465610,50170,521
inf80967,737325,92123,2230
inf55698,138421,36620,298
inf45569,834408,90228,2867
inf88937,288615,87362,3676
inf97579,661113,26597,3361
inf9893,527925,19549,3535
inf83316,288647,69330,4002
inf75803,325242,11653,1288
inf87192,572935,21337,770
inf26250,58995,45060,3739
inf73953,712552,70505,4318
inf23828,250240,76907,1547
inf42664,579957,99208,557
inf20297,456473,48001,562
inf66128,547656,70731,4314
inf91202,46083,93022,2200
inf94092,829688,72122,3464
inf99078,728582,93414,3801
inf67496,123887,29030,3844
inf29642,993187,16578,2619
inf70370,632228,45544,759
inf51552,417928,12334,1679
inf35722,368395,94937,2455
inf29917,245790,19794,2898
inf68991,214647,96135,1802
inf68343,60938,6778,2943
inf35131,999256,90862,300
inf35356,82848,20714,113
inf67300,422806,11619,2405
inf30219,995764,69870,4766
inf15834,754266,48052,4866
inf6936,368894,73817,1706
inf37537,955718,43337,3287
inf48414,540761,87365,2246
inf40117,93534,65255,1190
inf71990,364524,95889,4534
inf12034,314651,88502,2908
inf31809,797988,80586,630
inf69422,275432,18597,4566
inf82814,658701,8479,1967
inf65371,472872,83262,24
inf36737,735031,46303,840
inf931,156576,27739,1148
inf45922,83758,84412,4213
inf28759,216958,42496,3555
inf32843,832594,89276,2497
inf31606,336482,8652,747
inf43865,451686,54564,133
inf8333,625987,87238,2691
inf14279,916767,80749,2243
inf20835,420260,22931,1480
inf88273,223515,8360,1084
inf75262,569461,74615,1936
inf20069,105997,22526,1244
inf18434,777796,91396,4485
inf12958,885080,83572,2519
inf34054,121354,40569,2703
inf70575,220156,52247,1027
inf26819,690963,42056,1804
inf69644,910025,55709,1137
inf93818,948615,44541,4991
inf89692,409992,95443,1927
inf298,71467,92184,180
inf50293,995013,7246,3918
inf18578,804032,37463,1753
inf88828,37295,35672,1062
inf72561,157492,16410,4778
inf12685,763922,55775,1039
inf65622,701294,35222,3353
inf30377,227274,42654,1350
inf96525,539675,84199,3907
inf628,68215,6902,682
inf48315,87132,25928,197
inf50664,902385,39565,4659
inf74696,687466,16122,3391
inf89083,218577,25222,180
inf81205,863952,31232,260
inf84798,68648,18316,3110
inf81894,708253,6587,3190
inf53848,6468,20340,2618
inf40224,407798,15002,2645
inf92074,863997,62692,3149
inf45174,241575,52516,501
inf25284,492745,37485,4683
inf89554,789416,50940,2006
inf70788,753173,62035,1132
inf13746,345359,55100,4010
inf87523,224384,72044,4911
inf89837,536472,13889,4890
inf11072,677419,55137,4907
inf6179,759761,12311,1115
inf30169,35121,98763,1152
inf34440,654077,10407,3203
inf55731,861210,17229,1305
inf2733,996635,92388,1239
inf23331,379147,62511,688
inf8704,767941,49428,3858
inf64586,813309,49681,4460
inf24662,76675,91946,1337
inf54050,366218,1594,4454
inf18498,95835,23314,2294
inf65099,363833,21096,323
inf43254,829296,6817,4346
inf70728,987495,80887,434
inf79054,940962,45619,2865
inf50098,52944,2909,1810
inf23434,325329,5342,4943
inf22917,312847,60546,1188
inf7301,62602,39169,1874
inf62962,600568,19426,1744
inf20815,4599,51652,4072
inf70114,970041,65468,1920
inf52998,613252,967,1954
inf26333,870891,5228,4548
inf68750,7033,3995,3703
inf20569,108001,17822,3862
inf2726,500115,32918,1788
inf36437,292687,32406,2135
inf75399,357833,54748,2955
inf77754,124144,19522,332
inf42048,662423,72422,2168
inf57569,258994,61699,4497
inf83553,827503,87083,668
inf61554,438327,34602,2217
inf68016,322180,46869,439
inf7438,826963,42714,3367
inf69365,520072,62425,3571
inf11780,628867,87937,2125
inf59244,618292,69494,47
inf67893,109030,92446,3884
inf39778,937323,62788,82
inf11240,413857,49252,4783
inf812,890465,3713,570
inf67268,732940,32212,1948
inf84801,851143,16470,673
inf18426,941237,56813,2041
inf7845,677513,28045,1116
inf85440,613183,69471,2099
inf70806,911441,81120,40
inf67124,405878,52875,429
inf80366,708661,67495,572
inf81787,671952,54157,4636
inf40978,314224,99572,1451
inf14927,128135,67207,972
inf33210,877683,59082,4911
inf67468,308419,67932,1875
inf52951,920105,63808,557
inf85537,517781,72639,4078
inf66908,786926,86885,3615
inf42730,545158,88448,1616
inf45064,646736,36803,367
inf4693,176767,87755,1977
inf98915,97604,4121,1605
inf92846,620258,87545,3607
inf36909,795755,83261,2786
inf24953,85859,87263,3570
inf81409,386944,3428,1313
inf28820,625109,75670,4345
inf11472,89780,97600,1311
inf42390,807460,47051,1636
inf44729,847953,40156,2188
inf46562,572274,11681,1614
inf20430,766784,51075,1380
inf74205,42178,84235,4824
inf37903,202744,43026,2372
inf28739,954112,97684,1794
inf2491,921893,67642,971
inf27481,41429,75875,4117
inf55665,60328,79327,3538
inf33343,58942,63645,3827
inf12441,481891,63671,3294
inf65282,674844,45013,229
inf63882,796314,29902,1813
inf33508,512889,5935,457
inf78612,366467,71793,695
inf24586,892123,32947,768
inf50336,110950,20398,1195
inf12784,669626,48398,64
inf80407,65333,4924,2462
inf10036,831547,68757,280
inf81170,449031,241,4526
inf65812,286000,84598,1209
inf64438,535413,43498,1622
inf48540,895184,41530,2442
inf77724,623642,4581,4586
inf71492,881903,29270,2014
inf80498,238431,29801,4266
inf59435,885827,25149,1958
inf34550,339172,7165,3087
inf84440,245718,58671,2438
inf39112,637026,17523,2024
inf33200,81759,78764,891
inf28956,971653,93165,3768
inf17511,472808,74724,447
inf45630,971638,43694,2242
inf15577,693505,86105,2499
inf44493,806923,15181,1525
inf92199,461569,18045,300
inf68523,870987,46074,3201
inf93806,857927,72628,454
inf86916,658189,68909,3352
inf45251,176638,79288,3183
inf97698,39816,36290,3766
inf70162,200204,80781,2585
inf54927,804122,89073,46
inf2224,743623,41247,2785
inf94467,883502,5078,3174
inf36166,375562,67950,4041
inf18574,78123,74428,3073
inf95862,742022,6722,3491
inf52365,62586,52255,4086
inf97507,757646,54590,2736
inf19579,775756,2767,3119
inf99173,950964,70915,174
inf16994,358509,43667,575
inf96518,240960,40413,3527
inf79400,229471,12142,1948
inf46245,185492,45569,2356
inf47448,596345,58150,660
inf8446,239657,86055,4293
inf98455,873801,6582,2472
inf82322,2286,46099,1156
inf66115,447295,97169,3448
